soc_code,title,soc_major_group,soc_major_label,employment_uk,median_hourly_pay,median_annual_pay,growth_pct_5yr,entry_level,no_qualification_required,apprenticeship_available,public_sector,regulated_profession,ncs_url
5233,Vehicle paint technicians,5,Skilled Trades,14500,13.94,28768,-9.9,False,,True,False,False,https://nationalcareers.service.gov.uk/job-profiles/heavy-vehicle-technician
5234,Aircraft maintenance and related trades,5,Skilled Trades,16300,19.07,,-41.4,False,,False,False,False,
5235,Boat and ship builders and repairers,5,Skilled Trades,10400,13.42,27560,-40.9,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/boat-builder
5236,Rail and rolling stock builders and repairers,5,Skilled Trades,17200,16.62,44075,48.3,False,,False,False,False,
5241,Electricians and electrical fitters,5,Skilled Trades,199700,15.52,32155,-17.3,False,,True,False,True,https://nationalcareers.service.gov.uk/job-profiles/electrician
5242,Telecoms and related network installers and repairers,5,Skilled Trades,37500,16.15,32973,-56.4,False,,True,False,False,
5243,"TV, video and audio servicers and repairers",5,Skilled Trades,7300,12.59,25678,40.4,False,,False,False,False,
5244,Computer system and equipment installers and servicers,5,Skilled Trades,42000,14.93,28487,-22.9,False,,True,False,False,https://nationalcareers.service.gov.uk/job-profiles/security-systems-installer
5245,Security system installers and repairers,5,Skilled Trades,14800,14.89,29197,-1.3,False,,True,False,False,https://nationalcareers.service.gov.uk/job-profiles/security-systems-installer
5246,Electrical service and maintenance mechanics and repairers,5,Skilled Trades,41900,15.9,33515,73.1,False,,True,False,False,
5249,Electrical and electronic trades n.e.c.,5,Skilled Trades,20000,16.53,34876,14.9,False,,False,False,False,
5250,"Skilled metal, electrical and electronic trades supervisors",5,Skilled Trades,49400,17.41,36306,-2.2,False,,False,False,False,
5311,Steel erectors,5,Skilled Trades,8000,12.58,30363,-13.0,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/steel-erector
5312,Stonemasons and related trades,5,Skilled Trades,10000,13.52,,-18.7,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/stonemason
5313,Bricklayers,5,Skilled Trades,49200,14.07,27627,-6.3,False,,True,False,False,https://nationalcareers.service.gov.uk/job-profiles/bricklayer
5314,"Roofers, roof tilers and slaters",5,Skilled Trades,29000,11.82,24268,-6.8,False,,False,False,False,
5315,Plumbers & heating and ventilating installers and repairers,5,Skilled Trades,161700,15.0,31545,4.3,False,,True,False,False,
5316,Carpenters and joiners,5,Skilled Trades,176000,13.02,27271,-17.1,False,,True,False,False,https://nationalcareers.service.gov.uk/job-profiles/carpenter
5317,"Glaziers, window fabricators and fitters",5,Skilled Trades,34800,11.87,25166,23.0,False,,True,False,False,https://nationalcareers.service.gov.uk/job-profiles/window-fabricator
5319,Construction and building trades n.e.c.,5,Skilled Trades,225200,12.37,26148,2.5,False,,False,False,False,
5321,Plasterers,5,Skilled Trades,40200,13.17,26675,-22.7,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/plasterer
5322,Floorers and wall tilers,5,Skilled Trades,35900,11.47,,-5.8,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/tiler
5323,Painters and decorators,5,Skilled Trades,97900,12.08,23568,12.4,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/painter-and-decorator
5330,Construction and building trades supervisors,5,Skilled Trades,48600,17.12,37523,-8.6,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/construction-site-supervisor
5411,Upholsterers,5,Skilled Trades,14000,10.19,21817,-26.3,False,,False,False,False,
5412,Footwear and leather working trades,5,Skilled Trades,6300,9.16,,12.5,False,,False,False,False,
5413,Tailors and dressmakers,5,Skilled Trades,14400,8.91,,67.4,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/tailor
5419,"Textiles, garments and related trades n.e.c.",5,Skilled Trades,11500,10.51,20003,85.5,False,,False,False,False,
5421,Pre-press technicians,5,Skilled Trades,3500,11.57,,,False,,True,False,False,https://nationalcareers.service.gov.uk/job-profiles/accounting-technician
5422,Printers,5,Skilled Trades,16900,11.98,26159,-8.2,False,,False,False,False,
5423,Print finishing and binding workers,5,Skilled Trades,7900,9.99,20491,-45.9,False,,False,False,False,
5431,Butchers,5,Skilled Trades,19100,10.93,22558,-27.4,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/butcher
5432,Bakers and flour confectioners,5,Skilled Trades,26700,10.62,19932,-9.5,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/baker
5433,Fishmongers and poultry dressers,5,Skilled Trades,,9.6,18578,,False,,False,False,False,
5434,Chefs,5,Skilled Trades,228800,9.2,17921,14.2,False,,True,False,False,https://nationalcareers.service.gov.uk/job-profiles/chef
5435,Cooks,5,Skilled Trades,51100,9.65,13511,-26.3,False,,False,False,False,
5436,Catering and bar managers,5,Skilled Trades,75900,10.0,19884,9.1,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/catering-manager
5441,"Glass and ceramics makers, decorators and finishers",5,Skilled Trades,18700,10.85,20176,233.9,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/ceramics-designer-maker
5442,Furniture makers and other craft woodworkers,5,Skilled Trades,40900,11.43,24362,34.5,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/furniture-maker
5443,Florists,5,Skilled Trades,8700,9.05,,-33.1,False,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/florist
5449,Other skilled trades n.e.c.,5,Skilled Trades,37800,11.59,24380,-28.7,False,,False,False,False,
6111,Early education and childcare assistants,6,"Caring, Leisure & Other Services",124500,9.47,13996,-10.6,True,,False,False,False,
6112,Teaching assistants,6,"Caring, Leisure & Other Services",154600,10.36,13771,-48.9,True,,False,True,False,https://nationalcareers.service.gov.uk/job-profiles/teaching-assistant
6113,Educational support assistants,6,"Caring, Leisure & Other Services",303800,10.34,13217,114.5,True,,False,False,False,
6114,Childminders,6,"Caring, Leisure & Other Services",45300,9.43,,-22.7,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/childminder
6116,Nannies and au pairs,6,"Caring, Leisure & Other Services",19700,12.0,16797,-21.8,True,,False,False,False,
6117,Playworkers,6,"Caring, Leisure & Other Services",14600,9.97,5329,-21.9,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/playworker
6121,Pest control officers,6,"Caring, Leisure & Other Services",7700,10.46,17430,-9.4,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/building-control-officer
6129,Animal care services occupations n.e.c.,6,"Caring, Leisure & Other Services",100000,10.0,17807,17.5,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/animal-care-worker
6131,Nursing auxiliaries and assistants,6,"Caring, Leisure & Other Services",350100,11.17,19011,39.2,True,,False,True,False,
6132,Ambulance staff (excluding paramedics),6,"Caring, Leisure & Other Services",35300,11.97,25551,13.1,True,,False,True,True,https://nationalcareers.service.gov.uk/job-profiles/paramedic
6133,Dental nurses,6,"Caring, Leisure & Other Services",42400,10.5,16666,-24.2,True,,False,True,True,https://nationalcareers.service.gov.uk/job-profiles/dental-nurse
6134,Houseparents and residential wardens,6,"Caring, Leisure & Other Services",39600,12.98,23091,74.4,True,,False,False,False,
6135,Care workers and home carers,6,"Caring, Leisure & Other Services",906200,10.21,16571,1.4,True,,False,True,False,https://nationalcareers.service.gov.uk/job-profiles/care-worker
6136,Senior care workers,6,"Caring, Leisure & Other Services",111400,11.0,20417,53.4,True,,False,True,False,https://nationalcareers.service.gov.uk/job-profiles/senior-care-worker
6137,Care escorts,6,"Caring, Leisure & Other Services",19900,9.8,7688,-2.0,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/care-escort
6138,"Undertakers, mortuary and crematorium assistants",6,"Caring, Leisure & Other Services",16400,11.18,22918,-34.9,True,,False,False,False,
6211,Sports and leisure assistants,6,"Caring, Leisure & Other Services",71800,9.8,,43.9,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/leisure-centre-assistant
6212,Travel agents,6,"Caring, Leisure & Other Services",25300,10.09,16954,-27.5,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/travel-agent
6213,Air travel assistants,6,"Caring, Leisure & Other Services",48900,12.99,21725,101.2,True,,False,False,False,
6214,Rail travel assistants,6,"Caring, Leisure & Other Services",23000,17.47,33271,42.0,True,,False,False,False,
6219,Leisure and travel service occupations n.e.c.,6,"Caring, Leisure & Other Services",24000,9.74,,-23.3,True,,False,False,False,
6221,Hairdressers and barbers,6,"Caring, Leisure & Other Services",127800,8.91,10946,-20.1,True,,True,False,False,https://nationalcareers.service.gov.uk/job-profiles/hairdresser
6222,Beauticians and related occupations,6,"Caring, Leisure & Other Services",85400,8.71,9746,-4.5,True,,False,False,False,
6231,Housekeepers and related occupations,6,"Caring, Leisure & Other Services",38000,9.67,14499,-23.2,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/housekeeper
6232,Caretakers,6,"Caring, Leisure & Other Services",52500,10.64,19535,-31.5,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/caretaker
6240,Cleaning and housekeeping managers and supervisors,6,"Caring, Leisure & Other Services",73000,10.22,16521,-4.5,True,,False,False,False,
6250,Bed and breakfast and guest house owners and proprietors,6,"Caring, Leisure & Other Services",9500,,,30.1,True,,False,False,False,
6311,Police community support officers,6,"Caring, Leisure & Other Services",10600,14.98,26494,-20.9,True,,False,True,False,https://nationalcareers.service.gov.uk/job-profiles/police-community-support-officer
6312,Parking and civil enforcement occupations,6,"Caring, Leisure & Other Services",12600,11.08,21755,-12.5,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/civil-enforcement-officer
7111,Sales and retail assistants,7,Sales & Customer Service,833700,9.63,12010,-8.8,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/sales-assistant
7112,Retail cashiers and check-out operators,7,Sales & Customer Service,139000,9.77,10546,21.2,True,,False,False,False,
7113,Telephone salespersons,7,Sales & Customer Service,18200,10.11,18693,-16.1,True,,False,False,False,
7114,Pharmacy and optical dispensing assistants,7,Sales & Customer Service,85400,9.54,15081,-4.4,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/pharmacy-assistant
7115,Vehicle and parts salespersons and advisers,7,Sales & Customer Service,37200,10.79,23782,8.8,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/motor-vehicle-parts-person
7121,Collector salespersons and credit agents,7,Sales & Customer Service,5300,10.21,19895,-26.4,True,,False,False,False,
7122,"Debt, rent and other cash collectors",7,Sales & Customer Service,11900,10.75,20718,-54.1,True,,False,False,False,
7123,Roundspersons and van salespersons,7,Sales & Customer Service,11700,10.37,21267,82.8,True,,False,False,False,
7124,Market and street traders and assistants,7,Sales & Customer Service,11900,9.46,,-45.7,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/market-trader
7125,Visual merchandisers and related occupations,7,Sales & Customer Service,9500,,,69.6,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/visual-merchandiser
7129,Sales related occupations n.e.c.,7,Sales & Customer Service,62400,10.37,19834,109.4,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/sales-administrator
7131,Shopkeepers and owners - retail and wholesale,7,Sales & Customer Service,68900,14.98,33316,-32.9,True,,False,False,False,
7132,Sales supervisors - retail and wholesale,7,Sales & Customer Service,162300,10.45,20249,-17.1,True,,False,False,False,
7211,Call and contact centre occupations,7,Sales & Customer Service,83400,10.36,19044,-26.3,True,,False,False,False,
7212,Telephonists,7,Sales & Customer Service,4400,12.51,22186,-58.9,True,,False,False,False,
7213,Communication operators,7,Sales & Customer Service,37300,12.28,21640,26.9,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/pre-press-operator
7214,Market research interviewers,7,Sales & Customer Service,11900,,,-38.0,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/market-research-executive
7219,Customer service occupations n.e.c.,7,Sales & Customer Service,270600,10.3,18511,-30.8,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/customer-service-assistant
7220,Customer service supervisors,7,Sales & Customer Service,40300,14.7,27907,-35.7,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/customer-service-assistant
8111,"Food, drink and tobacco process operatives",8,"Process, Plant & Machine Operatives",130000,10.06,20520,-21.6,True,,False,False,False,
8112,Textile process operatives,8,"Process, Plant & Machine Operatives",8600,9.71,21411,-1.1,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/textile-operative
8113,Chemical and related process operatives,8,"Process, Plant & Machine Operatives",33700,12.81,26520,0.9,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/chemical-plant-process-operator
8114,Plastics process operatives,8,"Process, Plant & Machine Operatives",21000,12.52,25329,-29.8,True,,False,False,False,
8115,Metal making and treating process operatives,8,"Process, Plant & Machine Operatives",12800,12.55,26001,-45.1,True,,False,False,False,
8119,Process operatives n.e.c.,8,"Process, Plant & Machine Operatives",23100,11.57,23121,-29.4,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/demolition-operative
8120,Metal working machine operatives,8,"Process, Plant & Machine Operatives",27900,11.32,22842,-24.0,True,,False,False,False,
8131,Paper and wood machine operatives,8,"Process, Plant & Machine Operatives",23200,11.01,23046,-22.4,True,,False,False,False,
8132,Mining and quarry workers and related operatives,8,"Process, Plant & Machine Operatives",10600,14.75,30217,152.4,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/quarry-worker
8133,Energy plant operatives,8,"Process, Plant & Machine Operatives",5600,14.65,28054,-20.0,True,,False,False,False,
8134,Water and sewerage plant operatives,8,"Process, Plant & Machine Operatives",21600,14.08,30489,0.9,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/water-network-operative
8135,Printing machine assistants,8,"Process, Plant & Machine Operatives",8700,10.36,21338,-33.6,True,,False,False,False,
8139,Plant and machine operatives n.e.c.,8,"Process, Plant & Machine Operatives",19800,11.81,23768,-40.2,True,,False,False,False,
8141,Assemblers (electrical and electronic products),8,"Process, Plant & Machine Operatives",20300,10.31,20560,-16.1,True,,False,False,False,
8142,Assemblers (vehicles and metal goods),8,"Process, Plant & Machine Operatives",28200,11.0,25309,-33.0,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/large-goods-vehicle-driver
8143,Routine inspectors and testers,8,"Process, Plant & Machine Operatives",51000,11.83,24671,-40.1,True,,False,False,False,
8144,"Weighers, graders and sorters",8,"Process, Plant & Machine Operatives",7700,11.32,,-48.3,True,,False,False,False,
8145,"Tyre, exhaust and windscreen fitters",8,"Process, Plant & Machine Operatives",10700,10.63,23115,-20.7,True,,True,False,False,https://nationalcareers.service.gov.uk/job-profiles/windscreen-fitter
8146,Sewing machinists,8,"Process, Plant & Machine Operatives",21700,9.08,16585,-16.5,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/sewing-machinist
8149,Assemblers and routine operatives n.e.c.,8,"Process, Plant & Machine Operatives",27200,11.21,22763,63.9,True,,False,False,False,
8151,"Scaffolders, stagers and riggers",8,"Process, Plant & Machine Operatives",23500,17.21,33432,-7.5,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/scaffolder
8152,Road construction operatives,8,"Process, Plant & Machine Operatives",16900,12.71,30560,-26.5,True,,False,False,False,
8153,Rail construction and maintenance operatives,8,"Process, Plant & Machine Operatives",6300,15.75,35251,14.5,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/rail-track-maintenance-worker
8159,Construction operatives n.e.c.,8,"Process, Plant & Machine Operatives",82300,11.49,23353,1.7,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/construction-labourer
8160,"Production, factory and assembly supervisors",8,"Process, Plant & Machine Operatives",33900,11.72,23994,-31.4,True,,False,False,False,
8211,Large goods vehicle drivers,8,"Process, Plant & Machine Operatives",271400,12.59,30623,-0.1,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/large-goods-vehicle-driver
8212,Bus and coach drivers,8,"Process, Plant & Machine Operatives",112900,11.73,23766,10.9,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/bus-or-coach-driver
8213,Taxi and cab drivers and chauffeurs,8,"Process, Plant & Machine Operatives",167900,9.62,,13.9,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/taxi-driver
8214,Delivery drivers and couriers,8,"Process, Plant & Machine Operatives",288200,9.99,19020,-5.4,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/delivery-van-driver
8215,Driving instructors,8,"Process, Plant & Machine Operatives",46000,13.25,,18.3,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/driving-instructor
8219,Road transport drivers n.e.c.,8,"Process, Plant & Machine Operatives",29400,10.57,20767,3.5,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/community-transport-driver
8221,Crane drivers,8,"Process, Plant & Machine Operatives",12000,14.33,35419,-23.1,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/crane-driver
8222,Fork-lift truck drivers,8,"Process, Plant & Machine Operatives",84000,11.25,25073,47.1,True,,False,False,False,
8229,Mobile machine drivers and operatives n.e.c.,8,"Process, Plant & Machine Operatives",57300,13.25,30299,-8.5,True,,False,False,False,
8231,Train and tram drivers,8,"Process, Plant & Machine Operatives",41100,31.78,59185,67.8,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/train-driver
8232,Marine and waterways transport operatives,8,"Process, Plant & Machine Operatives",6600,12.31,31137,94.1,True,,False,False,False,
8233,Air transport operatives,8,"Process, Plant & Machine Operatives",17300,11.76,22999,111.0,True,,False,False,False,
8234,Rail transport operatives,8,"Process, Plant & Machine Operatives",13500,19.78,48726,-30.8,True,,False,False,False,
8239,Other drivers and transport operatives n.e.c.,8,"Process, Plant & Machine Operatives",23700,14.93,35328,-0.4,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/community-transport-driver
9111,Farm workers,9,Elementary Occupations,40900,10.0,22320,40.5,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/farm-worker
9112,Forestry and related workers,9,Elementary Occupations,7700,11.47,22849,14.9,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/forestry-worker
9119,Fishing and other elementary agriculture occupations n.e.c.,9,Elementary Occupations,24500,9.91,19782,-18.9,True,,False,False,False,
9121,Groundworkers,9,Elementary Occupations,31500,13.39,30174,-4.5,True,,False,False,False,
9129,Elementary construction occupations n.e.c.,9,Elementary Occupations,90300,10.49,21985,-24.2,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/construction-labourer
9131,Industrial cleaning process occupations,9,Elementary Occupations,49800,9.82,19488,234.2,True,,False,False,False,
9132,"Packers, bottlers, canners and fillers",9,Elementary Occupations,71600,9.78,19702,-18.5,True,,False,False,False,
9139,Elementary process plant occupations n.e.c.,9,Elementary Occupations,69700,10.21,21839,58.8,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/chemical-plant-process-operator
9211,"Postal workers, mail sorters and messengers",9,Elementary Occupations,103000,13.05,26383,-36.3,True,,False,False,False,
9219,Elementary administration occupations n.e.c.,9,Elementary Occupations,18700,9.14,,18.4,True,,False,False,False,
9221,Window cleaners,9,Elementary Occupations,23800,10.06,,-34.1,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/cleaner
9222,Street cleaners,9,Elementary Occupations,13700,10.22,19872,34.3,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/cleaner
9223,Cleaners and domestics,9,Elementary Occupations,483500,9.3,8371,-1.7,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/cleaner
9224,"Launderers, dry cleaners and pressers",9,Elementary Occupations,20800,9.05,14416,18.9,True,,False,False,False,
9225,Refuse and salvage occupations,9,Elementary Occupations,31900,10.33,21004,-30.8,True,,False,False,False,
9226,Vehicle valeters and cleaners,9,Elementary Occupations,21900,8.95,17881,23.0,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/cleaner
9229,Elementary cleaning occupations n.e.c.,9,Elementary Occupations,13600,9.46,,209.1,True,,False,False,False,
9231,Security guards and related occupations,9,Elementary Occupations,154400,10.4,24348,8.7,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/security-manager
9232,School midday and crossing patrol occupations,9,Elementary Occupations,54000,9.79,3189,-23.5,True,,False,False,False,
9233,Exam invigilators,9,Elementary Occupations,40500,10.46,,87.5,True,,False,False,False,
9241,Shelf fillers,9,Elementary Occupations,53700,10.06,14660,-6.6,True,,False,False,False,
9249,Elementary sales occupations n.e.c.,9,Elementary Occupations,36300,10.36,14552,-19.9,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/sales-administrator
9251,Elementary storage supervisors,9,Elementary Occupations,31200,11.98,25606,-19.6,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/supervisor
9252,Warehouse operatives,9,Elementary Occupations,378300,10.46,21926,-9.2,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/demolition-operative
9253,Delivery operatives,9,Elementary Occupations,19100,10.0,19204,60.5,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/demolition-operative
9259,Elementary storage occupations n.e.c.,9,Elementary Occupations,9700,12.42,28662,-47.8,True,,False,False,False,
9261,Bar and catering supervisors,9,Elementary Occupations,66300,9.0,15271,13.7,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/supervisor
9262,Hospital porters,9,Elementary Occupations,22700,10.5,,35.9,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/hospital-porter
9263,Kitchen and catering assistants,9,Elementary Occupations,424700,8.93,9160,3.9,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/kitchen-assistant
9264,Waiters and waitresses,9,Elementary Occupations,263600,7.25,7169,18.6,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/waiter
9265,Bar staff,9,Elementary Occupations,170600,8.03,5969,16.5,True,,False,False,False,https://nationalcareers.service.gov.uk/job-profiles/bar-person
9266,Coffee shop workers,9,Elementary Occupations,72800,8.91,,63.6,True,,False,False,False,
9267,Leisure and theme park attendants,9,Elementary Occupations,42400,8.72,,9.0,True,,False,False,False,
9269,Other elementary services occupations n.e.c.,9,Elementary Occupations,41800,8.91,,147.3,True,,False,False,False,
